content_cleaned,score,thumbsUpCount,content_length,word_count,has_reply,sentiment,sentiment_encoded
maaf bintang dlu hari saya gagal d verifikasi wajah sampai sempet keblokir buka blokir nunggu hampir jam sudah rest password masih gagal d verifikasi wajah trus muncul pilihan video call di ikuti arahannya oops terjadi kesalahan trus makin d update makin ribet pas gonta ganti device gagal terus verifikasi wajah sampe capek sendiri coba lagi terus,1,0,348,56,1,Negatif,0
gak masuk akal tinggal di indonesia tapi kode negara gak ada parah nih bca,1,0,74,14,1,Negatif,0
tiba mybca saya terblokir padahal sy ga ngapa ngapain tapi pakai bca mobile bisa masuk,1,0,86,15,1,Negatif,0
sangat puas,5,0,11,2,1,Positif,2
keren,5,0,5,1,1,Positif,2
ini sudah hari ga bisa login tekan tombol masuk diam aja ga ada perubahan klo tekan yg lain padahal mau ada reaksi,1,0,114,22,1,Negatif,0
selalu force logout minta kirim kode otp melulu dikira pulsa gratis apaaaaa,1,0,75,12,1,Netral,1
jgan banyak sponsornya nnti lemot,5,0,33,5,1,Negatif,0
keren,5,0,5,1,1,Positif,2
ok punya bca mantap,5,0,19,4,1,Positif,2
membantu transaksi lebih simple,5,0,31,4,1,Positif,2
biaya admin nya terlalu mahal harap turunkan dong biaya admin nya yg ribu jd ribu sayang banget kan kalo ada orang yg nabung cuma ribu dipotong terus ribu lama malah habis jadinya,1,0,179,32,1,Negatif,0
pelayanan yg buruk diajak bicara malah pada ngobrol udah begitu suruh nunggu lama lama gada kejelasan maen tutup telpon mengapa harus rekrut orang bodoh sy hubungi halo bca tanggal jam menit cari tahu itu operator bodoh,1,0,219,36,1,Negatif,0
mau buka aplikasi pakai wifi susahnya minta ampun harus pakai data terus,1,0,72,12,1,Negatif,0
memakai my bca sangat menarik,5,0,29,5,1,Positif,2
mntaf,5,0,5,1,1,Positif,2
mw masuk pun sulit bgt ampun ini mybca,1,0,38,8,1,Negatif,0
aplikasi ngeheeeeeee udah susah susah administrasi panjang lebar semua udah di isi mau di simpan tiba tiba ada tulisan opss terjadi kesalahan kepala bapak kauuuu,1,0,161,25,1,Negatif,0
semoga lancar dan ama,5,0,21,4,1,Positif,2
keren is the best,5,0,17,4,1,Positif,2
saya tidak bisa masuk ke akun saya padahal pasword saya sudah benar tapi notifikasinya mengatakan paswordnya salah terus,1,0,120,18,1,Negatif,0
duit sering nyangkut top ke aplikasi dana sering ga masuk hati kalau narok duit di sini dana kalian akan nyangkut,1,0,113,20,1,Negatif,0
bagus,5,0,5,1,1,Positif,2
okepunya nih,5,0,12,2,1,Positif,2
kenapa update nya sulit sekali ya saya udah update masih tidak bisa dibuka dan seperti itu terus dari memori saya longgar sampai memori saya habis menipis,1,0,154,26,1,Negatif,0
susah sekali verifikasi wajahnya,1,0,32,4,1,Negatif,0
aplikasi keren dari bca cpet gampang dipake,5,0,43,7,1,Positif,2
registrasi terlalu ribet,1,0,24,3,1,Negatif,0
is the best,5,0,11,3,1,Positif,2
abnk besar yu api aplikasi nya payah pilihan utnuk nomor infonesia malah hak ada,1,0,80,14,1,Negatif,0
semoga lancar jaya teruss,5,0,25,4,1,Positif,2
saya bnr kecewa my bca saya gak bsa k buka,2,0,42,10,1,Negatif,0
kelanjutan dari solusi ini gimana ga bisa update lagi,3,0,53,9,1,Negatif,0
ngurus bikin mbangking susah banget otp gak muncul verifikasi wajah ngelag minta bantuan halo bca cs nya judes banget admin bulanannya mahal tapi pelayanannya kepada nasabah jelek bank besar tapi kaya gini jelek banget,1,0,218,34,1,Negatif,0
sudah beberapa hari in setiap kali mau login laloed sekali ujungnya ad notif oops terjadi kesalahan silahkan coba lagi,3,0,118,19,1,Negatif,0
apalah sejauh ini bagus tapi ada beberapa masalah seperti saat di buka ada bacaan oops terjadi kesalahan atau gangguan sinyal padahal sinyal saya baik baik saja lalu kadang akun saya terblokir saat baru kali salah memasukan password atau saat scan sidik jari,1,4,258,42,1,Negatif,0
mantap cepat hanya kalau ada sandi kepotong mulu,5,0,48,8,1,Positif,2
baik,5,0,4,1,1,Positif,2
gk bs login,1,0,11,3,1,Netral,1
aplikasi nya bagus semoga sukses selalu mybca,5,0,45,7,1,Positif,2
masa mybca kaga bisa bayar fif si,1,0,33,7,1,Negatif,0
ada gak kirim kode otp nya selain sms kirim ke wa gitu,5,0,54,12,1,Netral,1
saya mau login di hp lain kode otp nya susah amat etdah,3,0,55,12,1,Negatif,0
semoga aplikasi ini bgus,5,0,24,4,1,Positif,2
aplikasi busuuuuukkkkkk mai loginnn aja susahnya minta ampun kebanyakan syarattttt bikin susah aja,1,0,98,13,1,Negatif,0
aplikasi busukkkkkkk nyusahinnnnnn,1,0,34,3,1,Negatif,0
kartu atm saya sudahhampir sebulan belum di kirim juga uang pembuatan ganti kartu nya sudah di sedot dari rekening namun wujud kartu atm nya sampai sekarang belum ada juga pelayanannya ribet sering oper sana sini,1,0,212,35,1,Negatif,0
dapet otp nya susah buat login,1,0,30,6,1,Negatif,0
buat kriss mesti loading lama,1,0,29,5,1,Negatif,0
enggak bisa di buka,1,0,19,4,1,Netral,1
ini kenapa tidak bisa melanjutkan pembukaan rekening buat langsung di tempat offline nya saya gak ada waktu,1,0,107,17,1,Netral,1
setiap mau buka pasti kendalanya ga bisa padahal kemaren bisa kan aneh,3,0,70,12,1,Negatif,0
untuk keseluruhan tampilan ini sudah bagus banget cuma untuk scan bayar atau mau masuk menu nya loading nya terlalu lama padahal saya pakai data telkomsel mohon untuk di perbaiki untuk masuk atau scan dll,3,0,204,34,1,Negatif,0
bagus sangat membantu dan sangat fungsional tampilannya simple,5,0,62,8,1,Positif,2
ok,5,0,2,1,1,Negatif,0
jl raya manukan krajan blok j no tandes surabaya toko sumber rejeki,5,0,67,12,1,Netral,1
aplikasi elegan sekali beda dengan yang lainnya emang bca plihan terbaik sempet kaget saldo tiba nol tapi alhamdulillah kembali lagi normal jangan di ulangi pelayanan nasabah harus selalu jaga yang terbaik request semua customer service harus past respon,5,22,254,38,1,Positif,2
sangat membantu,5,0,15,2,1,Positif,2
ok,5,0,2,1,1,Negatif,0
heh babi kok verifikasi muka susah banget ya ini muka saya say sendiri gagal mulu verif nya kenapa gak diganti lebih mudah sih terus ke halo bca malah disuruh verif muka lagi mana gagal juga di verif muk terus gua harus apa babi,1,0,228,43,1,Negatif,0
memuaskan dari semua nya tentang bca pelayanan tidak kenal waktu tetap dilayani melalui halo bca bagus puas,5,0,107,17,1,Positif,2
jangan ada yang pake my bca gaesss setiap bulan pasti ada kendala atau eorr ga jelass gua udah rugi saldo banyak karna eror waktu topup saldo pengeluaran pasti setiap bulan eror mulu yang kerja anak pkl apa gmna kalao ga becus kaga usah kerja dah ngerugiin orang doang mending mandiri gaesss lagi butuh butuhnya malah saldo ilang ga tau kmna grgr lagi eror gua hubungin pihak bca gada bantuan apapun yg menjamin cuma iya iya doang,1,0,430,76,1,Negatif,0
sumpahh bank anehhhh ya allah niat hati mau nabung pake bca tp malah saldo kepotong mulu belum juga cetak kartunya masay iya habis di tf orang kepotong lagi terus juga ga ngapa in ilang tu saldo uda brp kali tu lebih dari x aneh boncos lama pake bca,1,0,249,48,1,Negatif,0
tiap update makin lemot kalau di open apk,4,0,41,8,1,Negatif,0
sangat membantu,5,0,15,2,1,Positif,2
mau verifikasi minta kode negara ngk ada untuk jafi bagaimana mau verifikasi,1,0,76,12,1,Netral,1
kenapa saat login minta nomer hp tapi kode negara indonesia tidak ada di klik manual gak bisa di next,1,0,101,19,1,Netral,1
ok,5,0,2,1,1,Negatif,0
kebanyakan admin,1,0,16,2,1,Negatif,0
kecewa berat ingin beralih bank ke bca make mybca malah begini jadinya verifikasi video call maah muncul terus pop ups oops something wrongs try again seharian loh ini masa bug nya ga bener,1,0,189,33,1,Negatif,0
keseringan update aplikasi bikin berat hp aja ribet my bca pdhal ud cinta bgt sama bca,1,0,86,16,1,Positif,2
kok susah masuk suruh updet terus,4,0,33,6,1,Negatif,0
mau masukkin no hp tp kode negara indonesia tidak ada terus gmn ini masa indonesia malah ga masuk di daftarny,3,0,109,20,1,Negatif,0
pas di isi saldo ko malah g masuk padahal transferan saya berhasil bagaimana ini my bca,1,0,87,16,1,Netral,1
ini gimana habis update disuruh masukin nomor hp malah pilihan indonesia nggak ada gimana sih saya tambahin ya saya dari awal mau log in ulang karena di surih log in ulang langsung otomatis disuruh nambahin nomor telfon,1,0,219,37,1,Negatif,0
pake tab verifikasi muka force close segera perbaiki bug nya,1,0,60,10,1,Negatif,0
ini aplikasi yang setiap bulan nya minta update terus padahal fitur didalamnya tidak ada perubahan,2,0,98,15,1,Negatif,0
saya lagi buru mau buat rekening bca tapi ini pengalaman pertama saya dan sangat buruk koneksi stabil jaringan lancar buat buka aplikasi lain hp udah saya muat ulang tapi kenapa tetap saja tidak bisa di buka ya tolong dong solusi nya gimana jauh soalnya kl harus ke bank nya langsung,1,0,283,50,1,Negatif,0
ok,5,0,2,1,1,Negatif,0
kenapa bca ini tidak bisa di buka,2,0,33,7,1,Negatif,0
proses login di update terbaru makin ribet malah keseringan error atau gagal login aplikasi bagus percuma kalau proses login saja error terus,1,0,141,22,1,Negatif,0
mantap,5,0,6,1,1,Positif,2
apk good sangat mudah di pahami,5,0,31,6,1,Positif,2
hallo pihak bca yg terhormat gimana ini kok ga bisa login saya mau bayar kuliah ini my bca tolong bantuannya saat login terjadi ops terjadi kesalahan,1,0,149,26,1,Negatif,0
akhir akhir ini sering tidak bisa dibuka aplikasinya macet gagal login,1,0,70,11,1,Negatif,0
bagus,5,0,5,1,1,Positif,2
saya belum sempat menggunakan aplikasi ini karena belum mengisi saldo jadi cara mengunakan nya itu belum tau dan juga aplikasi tidak bisa di buka karena mungkin saya tidak pernah buka atau apa ya berikan jawaban nya,5,0,215,36,1,Negatif,0
bca terpercaya dan keren,5,0,24,4,1,Positif,2
nice,5,0,4,1,1,Positif,2
sangat membantu sekali,5,0,22,3,1,Positif,2
sudah masuk dengan password yg benar namun masih diminta verifikasi otp verifikasi otp tidak terkirim ke sms padahal sudah terus mencoba kirim ulang kode verifikasi ini kenapa setelah di update makin gajelas ya padahal sebelum di update bisa aja saya login dengan menggunakan kode biometrik fingerprint tolong diperbaiki lagi sampai sekarang tidak bisa login,1,0,358,54,1,Negatif,0
semenjak diupdate suka gagal transfer trus sudah beberapa hari seperti ini tlg diperbaiki segera ya,1,0,99,15,1,Negatif,0
minta apdet trus tiap bulan klo ngk ngk bisa buka bri mah ngk di apdet tetap bisa buka kuota saya habis buat lu doang,1,0,117,24,1,Negatif,0
lah gw dua kali ngisi saldo di sini malah kena potongan mulu heran amat kirain apk bnr gatauu nya jelek,1,0,103,20,1,Negatif,0
sering eror klo pake jaringan wifi,2,0,34,6,1,Negatif,0
bagus,5,0,5,1,1,Positif,2
top,5,0,3,1,1,Positif,2
maaf ini knp yaa apk mybca kok sering sekali gangguan sering gak bisa di akses jadinya kan transaksinya ke ganggu tolong di perbaiki lagi yaa ini banyak masukan supaya castamer puas sementara tak kasih bintang satu dulu,1,0,219,37,1,Negatif,0
mudah terblokir bank nya jauh dari tempat rumah pula,1,0,52,9,1,Negatif,0
gk bisa di gunakan aplikasinya,1,0,30,5,1,Netral,1
hallo saya mohon aplikasi nya di benerin min masa verifikasi biometrik gagal terus di alihkan ke vcall tidak ada jawaban terus gimana solusinya ini udah dari dulu loh masalah nya ini terus,1,0,188,32,1,Negatif,0
setiap kali isi saldo di potong ribu katanya untuk mengendap kok fdi potong berulang kali bca sangat buruk susahnya cari uang malah di potong dengan alasan yang tidak masuk akal di potong ya sekali bukan ulang kali,1,1,214,37,1,Negatif,0
udah hari enggak bisa di gunakan ada yang tau kenapa,1,0,52,10,1,Negatif,0
mna operator klian boss,3,0,23,4,1,Negatif,0
sangat bagus dan memuaskan,5,0,26,4,1,Positif,2
mybca memberi kemudahan dalam bertransaksi,5,0,42,5,1,Positif,2
sudah masukkan data yang benar tapi tetap gagal,1,0,47,8,1,Netral,1
mau verifikasi nomer hp masa gak ada kode negara wkwkwkwk trs gmna mau log in kocak,1,0,83,16,1,Netral,1
kenapa ya hari ini mybca kok ngak bisa di buka,3,0,46,10,1,Negatif,0
hari ini tanggal oktober trobel lagi susah untuk login nanti ujung ujungnya saya telpon cs lagi untuk membuka blokirnya,1,0,119,19,1,Negatif,0
buat verifikasi no tlpon kode negara nya tidak ada kode negara indonesia,1,0,72,12,1,Netral,1
bank mu bosok,1,1,13,3,1,Negatif,0
ini kenapa my bca saya gak bisa ke buka penting bgt mau trf,1,0,59,13,1,Positif,2
aplikasi bca buat sy penting sekali sangat membantu tks smoga tdk ada kendala tks,5,0,81,14,1,Positif,2
ribett harus video call,1,0,23,4,1,Negatif,0
gak jelas susah bgtz pengajuan bikin rekening baru tinggal selangkah lagi ada tulisan ops terjadi kesalahan silahkan coba lagi dari kemaren dah di coba nggak bisa,2,0,162,26,1,Negatif,0
aplikasi rusak ini notifikasi transfer eror tapi tau saldo kepotong x transfer mana baru sadar lagi setelah udah lama dan udah beberapakali emang udah rusak ini bca hati,1,0,169,28,1,Negatif,0
tolong kenapa nfc saya tidak bisa buat pambataran flazz yg gen tapi di coba di beberapa seperti tap cash sama e money bisa tolong kenapa kasih penjelasannya,5,0,156,27,1,Netral,1
update terus pls kesel kasian yang memo dikit,3,0,45,8,1,Negatif,0
baik sengat baik,5,0,16,3,1,Positif,2
makin parah aja pendingnya masa bayar pulsa ke provider internet ada pending ini klo genting gimana ya saldo kepotong tapi pulsanya ga ke isi,1,0,141,24,1,Negatif,0
sepertimya sering kali ada gangguan saat mau masuk akun selalu di bilang terjadi kesalahan saya ingin transaksi scra online jadi tidak bisa,1,0,139,22,1,Negatif,0
sering gagal sendiri waktu masukin pin bahaya bgt si payah gini skrg,1,0,68,12,1,Negatif,0
baik,5,0,4,1,1,Positif,2
sampah x saldo maen tarik aja gaada pemberitahuan nya di mutasi juga gaada kalo emng soal saldo mengendap apa susah nya di informasikan kaga transparant sampah,1,0,159,26,1,Negatif,0
tidak bisa masuk ke mybca,5,0,25,5,1,Netral,1
sangat menarik dan bagus,5,0,24,4,1,Positif,2
kok bisa tiba tiba keluar sendiri padahal di masukin pasword betul heran smaa aplikasi kek gini,1,0,95,16,1,Negatif,0
maaf mau tanya cs customer service bca via online orng mati ya sy mau verifikasi susah bngt gara hari sabtu my bca error,1,0,120,23,1,Negatif,0
jam operasional cuma formalitas cs nya mending gausa kerja,1,0,58,9,1,Negatif,0
aplikasi payah gangguan kok tiap hari mau transaksi selalu ga bisa keterangan terjadi gangguan mulu jalan terakhir uninstal pasang lagi uninstal pasang lagi sudah x seperti ini payah payah mending aq pindah bank lain lebih stabil payah bca,1,1,239,38,1,Negatif,0
update yang kurang maksimal,1,0,27,4,1,Negatif,0
cukup membantu,5,0,14,2,1,Positif,2
minta update mulu,1,0,17,3,1,Negatif,0
aplikasinya untuk buka rekening baru di tahap akhir selalu gagal dan suruh coba lagi sampai berulang kali,4,0,105,17,1,Negatif,0
ribet sekali mau daftar mybca ini mau verifikasi by vcal sampai hari ga nyambung cuma dengerin nada sambung nya doang kan ga ini aja kerjaan orang,1,0,146,26,1,Negatif,0
top,5,0,3,1,1,Positif,2
kenapa gabisa update,1,0,20,3,1,Negatif,0
aplikasi dajjal registrasi udh selesai diulang ulang terus sampai pulsa habis buat otp emang dajjal mybca,1,0,105,16,1,Negatif,0
tolong bisa di bantu saya transaksi pake qris gagal tapi saldo hilang,1,0,69,12,1,Netral,1
qris sering keterangan gagal tapi saldo kepotong,1,0,48,7,1,Negatif,0
terima kasih atas dukungan pengembangan usaha mikro kecil dan menengah saigns sistem administrasi arisan member adminiator kolektif karya kami,5,0,142,19,1,Netral,1
mybca pembaruan terus kya gak optimal tolpng jangn setiap bulan pembaruan mulu,1,0,78,12,1,Negatif,0
halo mimin sedih banget pas lagi urgent aplikasi eror login ke akun gak bisa selalu muncul kalimat oops terjadi kesalahan silahkan coba lagi,1,0,140,23,1,Negatif,0
mantap,5,0,6,1,1,Positif,2
setiap bulan harus diupgrade bikin penuh penyimpanan gak kaya brimo,3,0,67,10,1,Negatif,0
sumpah ya gua pke apk ini kepotong biaya gjls udah bulan gua pke pertama kepotong sampe bulan dan skrg potongan nya makin besar rb klo bisa gua reting gua reting,1,0,161,30,1,Negatif,0
bagus,5,0,5,1,1,Positif,2
buruk kesalahan jaringan tranfers bermasalah sanagat buruk untuk akhir inj,1,0,74,10,1,Negatif,0
selalu terbaik,5,0,14,2,1,Positif,2
selamat pagi saran aja min lebih baik kalau lagi ada gangguan mending apk nya ga bisa d buka min dari pada lagi gangguan terus kta byar qris tapi pembayarn nya udah gagal eh maah kepotong trus balikin saldo nya agak lama,1,0,220,41,1,Negatif,0
sejauh ini online tanpa kartu ini yg paling mantap mudah digunakan untuk segala keperluan gak ribet kaya lainnya,5,0,112,18,1,Positif,2
ini kenapa yaa udah sebulan ini tiap masuk keluar masuk keluar gituu terus jaringan udah lancar storage juga aman cache juga gaadaa udah restart juga hp nya tapi masihhh aja begituu tolong dong di perbaiki sangat amat menghambat bangetttt kyak gini tuhh lagi buru tapi m banking gabisa dibuka,2,7,292,49,1,Negatif,0
ini gimana saya mau nautkan nomor tapi gak ada kode negara indonesia nya,3,0,72,13,1,Negatif,0
kren canggih terbaik,4,0,20,3,1,Positif,2
buruk bgt ini aplikasi selalu bermasalah kalo mau login masalah dengan verifikasi wajah padahal sudah mengikuti panduan dan koneksi juga bagus tapi tetap saja gagal terus buang buang waktu harus urus ke customer servis blm bug nya banyak banget sumpah aplikasi sekelas bank bca kaya gini buruk nya,1,0,297,48,1,Negatif,0
ok si,5,0,5,2,1,Negatif,0
gajelas login semua sudah oke verifikasi wajahnya busuk,1,0,55,8,1,Negatif,0
gajelas banget tiba keblokir nyusahin org aja pdhal lagi transaksi tf lancar giliran mau cardles ke blokir dongo,1,0,112,18,1,Negatif,0
sangat baik mudah untuk nabung,5,0,30,5,1,Positif,2
apk nya bagus tidak ribet sangat membantu sekali,5,0,48,8,1,Positif,2
pembayaran gagal tapi uang tidak dikembalikan apaan coba duit orang dimakan gitu,1,0,80,12,1,Negatif,0
gatau aplikasi nya gimana tapi pelayanan halo bca nya buruk kenapa buruk tertera jadwal akhir jam wib hampir setengah jam dan beberapa kali memakai panggilan tapi gak ada respon,1,0,177,29,1,Negatif,0
aplikasi ini sangat bagus dan sangat membantu dan sangat memudahkan para nasabah bca,5,0,84,13,1,Positif,2
masa video call bca berkali kali ga di angkat sekali nya di angkat malah bilang ga bisa buka rekening kecewa sih,2,0,112,21,1,Negatif,0
aplikasi ga jelas mau buka rekening proses sudah semua malah muncul notif ops terjadi kesalahan silahkan coba lagi di coba dengan hari yang berbeda dan waktu yang berbeda tapi sama aja bca kalau belum siap buat masuk era digital mending gausah aja deh lebih fokusin offline aja terus pertahanin kualitas securitynya,1,47,315,51,1,Negatif,0
potongan bulanan rb jahanam bener mybca,1,0,39,6,1,Negatif,0
tolong di tingkatkan lg dong jangan tiap minggu gangguan opsi gagal mulu kan kita semua butuh untuk bertransaksi beli makan dll klo kaya gini terus mls naro uang di mbk,1,0,168,30,1,Negatif,0
update terus apknya jaringan aman malah gabisa di buka,1,0,54,9,1,Netral,1
aplikasi tidak bisa login selalu bilang ada kesalahan,1,0,53,8,1,Negatif,0
padahal mau pakai qris malah error mybca,3,0,40,7,1,Negatif,0
kenapa kode indonesianya di hp saya ga keluar mohon pandangannya,4,0,64,10,1,Netral,1
akhir bulan malah eror luar biasa,1,0,33,6,1,Negatif,0
lagi kenapa yah mybca kok gabisa di buka,3,0,40,8,1,Negatif,0
ini sedang eror atau bagaimana saya coba login dengan password sudah benar kenapa slalu terjadi kesalahan,4,0,105,16,1,Negatif,0
udah beberapa hari ini mau buat akun selalu aja kendala terjadi kesalahan silahkan coba lagi gimana mau buat akun login aja gabisa,2,0,130,22,1,Negatif,0
sering eror di malam hari gak bisa masuk sama sekali,1,0,52,10,1,Negatif,0
bca eror ga bisa kebuka,2,0,23,5,1,Negatif,0
tbtb gabisa di buka ga konek jaringan padahal internet normal,2,0,61,10,1,Netral,1
bagus sekali,5,0,12,2,1,Positif,2
nambah lama malah nambah rusak aja apk ini terlalu banyak updatean tapi apk malah nambah ancur,1,0,94,16,1,Negatif,0
sering bngt keblokir sendiri akunnya kaga jelas bgt mau masuk tiba error trus pas mau masuk keblokir udah bbrapa kali buka blokir ke cs ni keblokir lgi hadehh capek,2,0,164,29,1,Negatif,0
good,5,0,4,1,1,Positif,2
saat ada masalah lapor melalui cs tidak diberikan solusi malah mengakhiri chat tiba tiba,1,0,88,14,1,Negatif,0
payah otp ga masuk udah hubungin halo bca sampe datengin kantor kcp juga jawaban nya template jaringan lah apalah kocakkk bobrok mah bobrok aja,1,0,143,24,1,Negatif,0
sudah masukin data dsb ngga jadi malah ditanya sudah punya rekening atau belum dan repeat terus,3,0,95,16,1,Negatif,0
bagus,5,0,5,1,1,Positif,2
kenapa sih harus update muluuu,1,0,30,5,1,Negatif,0
masih ditahap videocall saat buka rek baru tidak tersambung terus dengan cs saya ulang terus masih saja tidak tersambung,1,0,120,19,1,Negatif,0
kok lu jadi ribet si goblog bikin susah aja,1,0,43,9,1,Negatif,0
ga bisa login karna otp nya gagal terus dikirim dari kemarin udah hubungi halo bca dan provider tapi masih ga bisa dikirim otp nya udah lakuin semua yang diminta pulsa ada signal bagus ga ada masalah kartu udah tunggu menit minta kirim otp lagi tapi limit harian udah habis trus gimanain ini ga bisa transfer uang masih mending pake m bca aja kalo gitu nyesel ganti ke mybca ini,1,1,378,69,1,Negatif,0
ini mah bisa hilang uang nya kalo kaya gini terus mau sampai kapan kenapa dalam proses terus saat saya pembayaran bayar pake qris kenapa selalu kaya gitu sih jadi kaga enak saya sama yang punya tokonya selalu seperti itu dalam proses bukan berhasil bukan makin nyaman malah makin kaga nyaman,1,0,291,50,1,Negatif,0
aplikasinya lelet gak kaya bumn sebelah aplikasinya ringan transaksi cepat,1,0,74,10,1,Negatif,0
terlalu sering update nggak banyak masalah lelet,3,0,48,7,1,Negatif,0
saidin,5,0,6,1,1,Positif,2
registrasinya bertele ribet foto harus matikan opsi developer berbeda dengan saya daftar livin mandiri dan allo bank lebih mudah,1,0,128,19,1,Negatif,0
video call gak pernah nyambung,3,0,30,5,1,Negatif,0
saya transaksi dalam proses terus dana sudah kepotong namun belum ada kejelasan berhasilnya bikin malu saya saja ngerpotin saya tidak pernah komentar mengenai aplikasi apapun tapi ini udah bikin saya mau bayar makanan jadi double dana yg sudah terpotong tidak jelas kemana kembali atau tidak,1,0,291,45,1,Negatif,0
dulu bikin rekening pas di step hubungin cs nya gampang sekarang malah ditunggu lama yang ada cuma rekaman dan ga ada cs buat verifikasi,3,0,136,24,1,Negatif,0
niat mau aktivasi online ternyata malah gagal di arahkan untuk video call tapi malah cuma dengerin musik my bca sedangkan gagal video call udah kali gimana sih ga jelas banget,1,0,175,30,1,Negatif,0
keren,5,0,5,1,1,Positif,2
ini cs bca pada kemana sih di video call enggak di angkat di chat enggak di bales saya mao verifikikasi mybca,1,0,109,21,1,Negatif,0
nelpon cs dari kemaren ga di respon padahal saya urgent bgt karna harus cepat buka rekening bkn nya mempermudah jd lambat buang waktu,2,0,133,23,1,Negatif,0
terimakasih,5,0,11,1,1,Positif,2
entah gimana stiap isi saldo selalu saja kepotong padahal sudah bayar biaya admin yang bulanan,2,0,94,15,1,Negatif,0
pelayanan yang sangat buruk saya nelfon buat aktifkan akun mbanking saya yang salah pw kali malah berlibet saya udah bilang atm blue masi tidak mengerti emang ada atm jenis blue yg lain buang pulsa tinggal lihat data saja ribet amat,1,0,232,40,1,Negatif,0
memudahkan transaksi,5,0,20,2,1,Positif,2
bank no privasi padahal udh lama pake bca kecewa berat sii pindah aja ahh,3,0,73,14,1,Negatif,0
aplikasi jangan di update mulu fitur sama aja ganggu sekali anda ini,1,0,68,12,1,Negatif,0
dengan adanya my bca menjadi lebih mudah dan praktis,5,0,52,9,1,Positif,2
bagusss,5,0,7,1,1,Positif,2
ka saya trnsfr lewat qirus saldo udah ke potong tapi nggak masuk tolong di bantu,3,0,80,15,1,Netral,1
the best,5,0,8,2,1,Positif,2
anjinkkkkkkkk luuuuu,1,0,20,2,1,Positif,2
saldo kepotong tanpa tau kenapa,1,0,31,5,1,Negatif,0
ok,5,0,2,1,1,Negatif,0
lemot,2,0,5,1,1,Negatif,0
best pkonya mybca sukses selalu,5,0,31,5,1,Positif,2
terlalu sering update untuk memory hp gw yg full bikin transaksi jadi tertunda,2,0,78,13,1,Negatif,0
ga bisa masuk suruh ulangin terus udah bacaan masuk pas dipencet malah ulang lagi,3,0,81,14,1,Negatif,0
sangat memuaskan,5,0,16,2,1,Positif,2
bagus,5,0,5,1,1,Positif,2
kemarin di transfer mutasi dari banknya sana sudah masuk tapi kerekening saya ko belum masuk sudah jam,1,0,102,17,1,Netral,1
knp slalu harus diupdate trs si aneh,1,0,36,7,1,Negatif,0
baru menggunakan hari udah dikenakan x biaya admin,1,0,50,8,1,Netral,1
baik,5,0,4,1,1,Positif,2
satu aja,1,0,8,2,1,Netral,1
sangat menarik,5,0,14,2,1,Positif,2
bagus,5,0,5,1,1,Positif,2
adaya aplikasi inih bisa membantu saya memudah kaan transaksi terima kasih mybca,5,0,80,12,1,Positif,2
bca melakukan autodebet secara sepihak padahal belum jatuh tempo dan celakanya lagi limit cc tetap nol akibat over limit jadi saya rugi akibat kekurangan saldo yg cukup besar dan cc yg tetap nggak bisa dipakai,1,0,209,35,1,Negatif,0
good better in the future,5,0,25,5,1,Positif,2
vidio call ngk diangkat nunggu verikasi lama tapi habis itu diblng gagal,1,0,72,12,1,Negatif,0
sangat memuaskan banyak manfaat dan pengalaman yang bisa di pelajari dengan mudah,5,0,81,12,1,Positif,2
sangat bermanfaat,5,0,17,2,1,Positif,2
gajelas saldo udah diisi tapi ga nambah pdhl mutasi rekening nya ada,1,0,68,12,1,Negatif,0
knpa ini sy tidak masuk my bca lagii gara ganti hp,5,0,50,11,1,Netral,1
di update keversi baru gagal terus gak bisa di update ngabisin kouta doang,1,0,74,13,1,Negatif,0
terlalu sering update aplikasi,3,0,30,4,1,Negatif,0
good,5,0,4,1,1,Positif,2
kenapa ya verifikasi identitas tidak dapat dilanjutkan padahal izin kamera udah dinyalakan,2,0,90,12,1,Negatif,0
ini gimana mau login aplikasi gagal mulu ada bacaan ops terus hadehhh,5,0,69,12,1,Negatif,0
bug capek capek ikuti langkah registrasi ujungya upss terjadi kesalahan dahlah masi banyak bank lain tolol bodoh ini ini it nya member itu maunya yg gampang jangan sulit,1,0,169,28,1,Negatif,0
tidak ada kode negara indonesia saat mau login akun tolong diperbaiki segera,2,0,76,12,1,Netral,1
udah x bca id terblokir tanpa alasan yg jelas buka apk tiba bca id terblokir tolong diperbaiki lagi sistemnya,1,0,109,19,1,Negatif,0
bohong,3,0,6,1,1,Negatif,0
udah mangap mangap malah verifikasi gagal suruh vc gangguan hadeh,1,0,65,10,1,Negatif,0
aplikasi my bca masih ada kendala,3,0,33,6,1,Netral,1
pagi ini bca eror pas liat saldo berkurang rb d cek riwayat transaksi ngga ada hilang kemana jdnya,1,0,98,18,1,Negatif,0
okee saya kasih bintang mohon untuk kedepan bisa di infokan bila ada kendala terimakasih,5,0,88,14,1,Netral,1
oke,5,0,3,1,1,Positif,2
sudah sy perbaiki ulasan ny trimakasih,5,0,38,6,1,Netral,1
terlalu sering update,4,0,21,3,1,Negatif,0
cukup membantu applikasi nya bagus untuk saat ini aman alhamdulillah,4,0,68,10,1,Positif,2
tidak kompatibel untuk verivikasi wajah susah,1,0,45,6,1,Negatif,0
